id,name_en,birth_date,source,dm_element_wood,dm_element_fire,dm_element_earth,dm_element_metal,dm_element_water,dm_yang,season_spring,season_summer,season_autumn,season_winter,fe_wood,fe_fire,fe_earth,fe_metal,fe_water,strength,tg_比肩,tg_劫财,tg_食神,tg_伤官,tg_偏财,tg_正财,tg_偏官,tg_正官,tg_偏印,tg_正印,tg_entropy,dominant_比肩,dominant_劫财,dominant_食神,dominant_伤官,dominant_偏财,dominant_正财,dominant_偏官,dominant_正官,dominant_偏印,dominant_正印,sc_甲己,sc_乙庚,sc_丙辛,sc_丁壬,sc_戊癸,bc6_子丑,bc6_寅亥,bc6_卯戌,bc6_辰酉,bc6_巳申,bc6_午未,bc3_water,bc3_fire,bc3_metal,bc3_wood,clash_子午,clash_丑未,clash_寅申,clash_卯酉,clash_辰戌,clash_巳亥,star_tianyi,star_wenchang,star_yima,has_birth_time,occupation_first
Q81144,Petar Mladenov,1936-08-22,wikipedia,0,1,0,0,0,1,0,0,1,0,0,3,0,1,2,1,2,0,0,0,1,0,0,2,0,0,1.5219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,政治家
Q212993,Benedict Anderson,1936-08-26,wikipedia,0,0,0,1,0,1,0,0,1,0,0,2,1,2,1,3,1,0,0,1,0,0,2,0,1,0,1.9219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,作家
Q558718,Lien Chan,1936-08-27,wikipedia,0,0,0,1,0,0,0,0,1,0,0,3,0,2,1,2,0,1,1,0,0,0,0,3,0,0,1.371,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,政治家
Q553419,Antonín Holý,1936-09-01,wikipedia,0,1,0,0,0,1,0,0,1,0,0,3,1,1,1,1,2,0,1,0,1,0,0,1,0,0,1.9219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,科学家
Q432929,Andrew Grove,1936-09-02,wikipedia,0,1,0,0,0,0,0,0,1,0,0,3,0,1,2,1,0,2,0,0,0,1,1,1,0,0,1.9219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,科学家
Q6027175,Indu Jain,1936-09-08,wikipedia,0,0,0,0,1,0,0,0,1,0,0,3,0,1,2,3,1,0,0,0,1,2,0,0,1,0,1.9219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,企业家
Q7078856,Ofelia Montesco,1936-09-10,wikipedia,1,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,1,1,1,0,1,0,1,0,2.3219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,演员
Q735832,Božidar Smiljanić,1936-09-20,wikipedia,1,0,0,0,0,0,0,0,1,0,1,3,0,1,1,0,0,0,1,2,0,0,1,0,1,0,1.9219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,作家
Q515048,Teresa Gimpera,1936-09-21,wikipedia,0,1,0,0,0,1,0,0,1,0,0,4,0,1,1,1,1,2,0,0,0,1,0,1,0,0,1.9219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,演员
Q156379,Yury Luzhkov,1936-09-21,wikipedia,0,1,0,0,0,1,0,0,1,0,0,4,0,1,1,1,1,2,0,0,0,1,0,1,0,0,1.9219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,政治家
Q81638,Valentín Paniagua,1936-09-23,wikipedia,0,0,1,0,0,1,0,0,1,0,0,2,1,2,1,1,0,0,1,1,0,1,0,0,1,1,2.3219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,政治家
Q3811137,Juliet Prowse,1936-09-25,wikipedia,0,0,0,1,0,1,0,0,1,0,0,2,1,2,1,3,0,1,0,1,0,0,1,1,1,0,2.3219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,演员
Q2041368,Jānis Streičs,1936-09-26,wikipedia,0,0,0,1,0,0,0,0,1,0,0,2,0,2,2,2,1,0,1,1,0,0,1,1,0,0,2.3219,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,演员
Q239062,Winnie Madikizela-Mandela,1936-09-26,wikipedia,0,0,0,1,0,0,0,0,1,0,0,2,0,2,2,2,1,0,1,1,0,0,1,1,0,0,2.3219,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,政治家
Q7209851,Cecil Chao,1936-09-27,wikipedia,0,0,0,0,1,1,0,0,1,0,0,2,0,1,3,3,0,2,0,0,1,1,0,0,0,1,1.9219,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,企业家
Q11860,Silvio Berlusconi,1936-09-29,wikipedia,1,0,0,0,0,1,0,0,1,0,2,2,0,1,1,1,1,0,1,1,0,0,0,1,0,1,2.3219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,政治家
Q381113,Amr Moussa,1936-10-03,wikipedia,0,0,1,0,0,1,0,0,1,0,0,3,1,1,1,1,0,0,0,1,0,1,0,0,1,2,1.9219,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,政治家
Q555358,Hannu Salama,1936-10-04,wikipedia,0,0,1,0,0,0,0,0,1,0,0,2,2,1,1,1,1,0,1,0,1,0,0,0,1,1,2.3219,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,作家
Q36233,Václav Havel,1936-10-05,wikipedia,0,0,0,1,0,1,0,0,1,0,0,2,0,3,1,3,1,1,0,1,0,0,1,1,0,0,2.3219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,政治家
Q344700,Ľubomír Feldek,1936-10-09,wikipedia,1,0,0,0,0,1,0,0,1,0,1,1,2,0,2,1,0,0,1,0,2,0,0,0,0,2,1.5219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,作家
Q4494390,Pulat Habibullayev,1936-10-14,wikipedia,0,0,1,0,0,0,0,0,1,0,0,2,3,0,1,3,0,2,0,0,1,0,0,0,0,2,1.5219,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,政治家
Q6497659,Lau Wong-fat,1936-10-15,wikipedia,0,0,0,1,0,1,0,0,1,0,0,2,2,1,1,3,0,0,0,1,0,0,1,1,2,0,1.9219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,政治家
Q1592085,Hazem Al Beblawi,1936-10-17,wikipedia,0,0,0,0,1,1,0,0,1,0,0,1,2,1,2,1,0,1,0,0,1,0,2,0,1,0,1.9219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,政治家
Q9096750,Zhong Nanshan,1936-10-20,wikipedia,1,0,0,0,0,0,0,0,1,0,1,1,2,0,2,1,0,0,0,1,0,2,0,0,1,1,1.9219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,政治家
Q23000229,Etelka Kenéz Heka,1936-10-26,wikipedia,0,0,0,1,0,0,0,0,1,0,0,2,2,1,1,3,0,0,1,0,0,0,0,2,0,2,1.5219,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,作家
Q1348071,Jan Tříska,1936-11-04,wikipedia,0,0,0,1,0,1,0,0,1,0,1,1,2,1,1,3,0,0,0,1,1,0,1,0,2,0,1.9219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,演员
Q456898,Ivan Stambolić,1936-11-05,wikipedia,0,0,0,1,0,0,0,0,1,0,1,1,2,1,1,3,0,0,1,0,1,0,0,1,0,2,1.9219,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,政治家
Q1473316,Julio Bozano,1936-11-08,wikipedia,1,0,0,0,0,1,0,0,0,1,1,2,1,0,2,3,0,0,1,1,0,1,0,0,1,1,2.3219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,企业家
Q106627,Virna Lisi,1936-11-08,wikipedia,1,0,0,0,0,1,0,0,0,1,1,2,1,0,2,3,0,0,1,1,0,1,0,0,1,1,2.3219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,演员
Q102664,Mikhail Tal,1936-11-09,wikipedia,1,0,0,0,0,0,0,0,0,1,1,1,2,0,2,3,0,0,0,1,2,0,0,0,1,1,1.9219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,作家
Q7289797,Ramoji Rao,1936-11-16,wikipedia,0,0,0,0,1,1,0,0,0,1,1,1,1,0,3,3,1,1,1,0,1,0,0,1,0,0,2.3219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,企业家
Q3120940,Guram Minashvili,1936-11-25,wikipedia,0,0,0,1,0,0,0,0,0,1,0,1,1,1,3,0,0,0,1,2,0,0,0,1,1,0,1.9219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员
Q1882227,Ma Văn Kháng,1936-12-01,wikipedia,0,1,0,0,0,0,0,0,0,1,0,3,1,0,2,1,0,2,1,0,0,0,1,1,0,0,1.9219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,作家
Q77084,Klaus Johann Jacobs,1936-12-03,wikipedia,0,0,1,0,0,0,0,0,0,1,0,1,3,0,2,1,2,0,0,0,1,1,0,0,0,1,1.9219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,企业家
Q570407,Zhang Xianliang,1936-12-08,wikipedia,1,0,0,0,0,1,0,0,0,1,1,1,0,1,3,3,0,0,1,0,0,0,1,0,0,3,1.371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,作家
Q329758,A. B. Yehoshua,1936-12-09,wikipedia,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,0,0,0,1,1,0,0,1,2,0,1.9219,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,作家
Q172658,Ben Pon,1936-12-09,wikipedia,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,0,0,0,1,1,0,0,1,2,0,1.9219,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,企业家
Q311793,Aga Khan IV,1936-12-13,wikipedia,0,0,1,0,0,0,0,0,0,1,0,2,1,1,2,1,0,0,0,1,2,0,0,0,0,2,1.5219,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,企业家
Q515148,Regina Betancourt de Liska,1936-12-16,wikipedia,0,0,0,0,1,1,0,0,0,1,0,1,0,2,3,3,0,2,0,0,1,0,0,0,2,0,1.5219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,政治家
Q450675,Pope Francis,1936-12-17,wikipedia,0,0,0,0,1,0,0,0,0,1,0,1,0,2,3,3,2,0,0,0,0,1,0,0,1,1,1.9219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,政治家
Q485829,Kim Woo-choong,1936-12-19,wikipedia,1,0,0,0,0,0,0,0,0,1,1,1,0,1,3,3,0,0,0,1,0,0,0,1,2,1,1.9219,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,企业家
Q199613,Abilio Diniz,1936-12-28,wikipedia,1,0,0,0,0,1,0,0,0,1,1,1,0,2,2,3,0,0,1,0,0,0,2,0,0,2,1.5219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,企业家
Q5389664,Erkin Vohidov,1936-12-28,wikipedia,1,0,0,0,0,1,0,0,0,1,1,1,0,2,2,3,0,0,1,0,0,0,2,0,0,2,1.5219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,政治家
Q356675,Han Seung-soo,1936-12-28,wikipedia,1,0,0,0,0,1,0,0,0,1,1,1,0,2,2,3,0,0,1,0,0,0,2,0,0,2,1.5219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,政治家
Q302728,Lenita Airisto,1937-01-01,wikipedia,0,0,1,0,0,1,0,0,0,1,0,1,1,1,3,0,0,0,1,0,0,3,0,0,1,0,1.371,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,作家
Q603855,Petros Markaris,1937-01-01,wikipedia,0,0,1,0,0,1,0,0,0,1,0,1,1,1,3,0,0,0,1,0,0,3,0,0,1,0,1.371,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,作家
Q1327216,Mariusz Walter,1937-01-04,wikipedia,0,0,0,1,0,0,0,0,0,1,1,1,0,2,2,0,0,1,2,0,1,0,0,1,0,0,1.9219,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,企业家
Q273324,Harri Holkeri,1937-01-06,wikipedia,0,0,0,0,1,0,0,0,0,1,0,2,1,1,2,1,1,0,0,0,0,2,1,0,1,0,1.9219,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,政治家
Q311005,Alain Badiou,1937-01-17,wikipedia,1,0,0,0,0,1,0,0,0,1,1,1,2,1,1,0,0,0,1,0,1,1,0,1,0,1,2.3219,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,科学家
Q452797,Marta Harnecker,1937-01-18,wikipedia,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,2,1,0,1,0,1,0,1.9219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,作家
Q6776521,Martin Saarikangas,1937-01-24,wikipedia,0,0,0,1,0,0,0,0,0,1,0,1,1,2,2,3,1,0,1,1,0,0,0,1,1,0,2.3219,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,政治家
Q694971,Regimantas Adomaitis,1937-01-31,wikipedia,0,0,1,0,0,1,0,0,0,1,0,2,2,1,1,3,0,1,0,1,0,1,0,0,1,1,2.3219,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,演员
Q303455,Aivars Gipslis,1937-02-08,wikipedia,0,1,0,0,0,1,1,0,0,0,2,2,1,0,1,3,0,1,0,1,0,0,1,0,2,0,1.9219,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,作家
Q700353,Harry Wu,1937-02-08,wikipedia,0,1,0,0,0,1,1,0,0,0,2,2,1,0,1,3,0,1,0,1,0,0,1,0,2,0,1.9219,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,作家
Q367901,"Vittorio Emanuele, Prince of Naples",1937-02-12,wikipedia,0,0,0,1,0,1,1,0,0,0,1,2,1,1,1,0,0,0,1,0,1,0,0,2,0,1,1.9219,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,企业家
Q4765474,Anisuzzaman,1937-02-18,wikipedia,0,1,0,0,0,1,1,0,0,0,1,2,1,0,2,3,0,1,0,1,0,0,1,1,1,0,2.3219,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,作家
Q12170857,Klim Churyumov,1937-02-19,wikipedia,0,1,0,0,0,0,1,0,0,0,1,2,2,0,1,3,1,0,2,0,0,0,0,1,0,1,1.9219,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,科学家
Q549365,Ron Clarke,1937-02-21,wikipedia,0,0,1,0,0,0,1,0,0,0,2,1,2,0,1,1,1,0,0,0,0,1,1,1,1,0,2.3219,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,政治家
Q767675,Tsukasa Hosaka,1937-03-03,wikipedia,0,0,1,0,0,0,1,0,0,0,1,1,3,0,1,1,2,0,0,0,0,1,0,1,1,0,1.9219,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,政治家
Q202006,Olusegun Obasanjo,1937-03-05,wikipedia,0,0,0,1,0,0,1,0,0,0,2,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,2.3219,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,政治家
Q44371,Valentina Tereshkova,1937-03-06,wikipedia,0,0,0,0,1,1,1,0,0,0,1,1,2,0,2,0,0,1,0,1,0,1,1,1,0,0,2.3219,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,政治家
Q448233,María Kodama,1937-03-10,wikipedia,0,1,0,0,0,1,1,0,0,0,1,2,1,1,1,3,0,1,0,1,1,0,0,1,0,1,2.3219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,作家
Q5116314,Chung King-fai,1937-03-23,wikipedia,0,0,1,0,0,0,1,0,0,0,1,1,2,1,1,1,1,0,1,0,1,0,1,0,1,0,2.3219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,政治家
Q126693,Yılmaz Güney,1937-04-01,wikipedia,0,0,1,0,0,1,1,0,0,0,1,2,2,0,1,1,0,1,0,0,0,1,0,1,0,2,1.9219,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,演员
Q4006116,Uolevi Manninen,1937-04-07,wikipedia,1,0,0,0,0,1,1,0,0,0,2,1,2,0,1,1,1,0,0,1,1,1,0,0,0,1,2.3219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,企业家
Q976238,Momo Kapor,1937-04-08,wikipedia,1,0,0,0,0,0,1,0,0,0,2,1,3,0,0,0,0,1,1,0,2,1,0,0,0,0,1.9219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,作家
Q253395,Bella Akhmadulina,1937-04-10,wikipedia,0,1,0,0,0,0,1,0,0,0,2,2,2,0,0,1,1,0,1,1,0,0,0,0,1,1,2.3219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,作家
Q7699810,Tengku Razaleigh Hamzah,1937-04-13,wikipedia,0,0,0,1,0,1,1,0,0,0,1,2,2,1,0,3,0,0,0,0,1,0,0,2,1,1,1.9219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,政治家
Q2498095,Uldis Pūcītis,1937-04-15,wikipedia,0,0,0,0,1,1,1,0,0,0,1,1,2,1,1,0,0,0,1,0,0,1,1,1,1,0,2.3219,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,演员
Q451544,Colette Flesch,1937-04-16,wikipedia,0,0,0,0,1,0,1,0,0,0,1,1,2,1,1,0,0,0,0,1,1,0,1,1,1,0,2.3219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,政治家
Q78713,Ferdinand Piëch,1937-04-17,wikipedia,1,0,0,0,0,1,1,0,0,0,2,1,3,0,0,0,1,0,0,1,2,1,0,0,0,0,1.9219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,科学家
Q212733,Joseph Estrada,1937-04-19,wikipedia,0,1,0,0,0,1,1,0,0,0,1,2,2,0,1,1,0,1,1,1,0,0,0,1,1,0,2.3219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,政治家
Q375208,Jiří Dienstbier,1937-04-20,wikipedia,0,1,0,0,0,0,1,0,0,0,1,2,3,0,0,1,1,0,2,1,0,0,0,0,0,1,1.9219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,政治家
Q197201,Zhang Jie,1937-04-27,wikipedia,1,0,0,0,0,1,1,0,0,0,2,1,2,1,0,0,1,0,0,1,1,1,1,0,0,0,2.3219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,作家
Q16336784,Armando Marques,1937-05-01,wikipedia,0,0,1,0,0,1,1,0,0,0,1,1,3,0,1,3,1,1,0,0,0,1,1,0,0,1,2.3219,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,运动员
Q5240770,David Waisman,1937-05-04,wikipedia,0,0,0,1,0,0,1,0,0,0,2,1,2,1,0,3,0,0,0,0,1,1,1,0,1,1,2.3219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,政治家
Q139324,Trần Đức Lương,1937-05-05,wikipedia,0,0,0,0,1,1,1,0,0,0,1,1,3,0,1,0,0,0,1,0,0,1,2,1,0,0,1.9219,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,政治家
Q4073467,Asanali Ashimov,1937-05-08,wikipedia,1,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,1,0,1,1,2,0,0,0,0,0,1.9219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,演员
Q5978500,Lolita Aniyar de Castro,1937-05-08,wikipedia,1,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,1,0,1,1,2,0,0,0,0,0,1.9219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,政治家
Q6105695,René Drucker Colín,1937-05-15,wikipedia,0,0,0,0,1,1,0,1,0,0,2,2,1,0,1,0,0,0,1,1,1,1,0,1,0,0,2.3219,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,科学家
Q39659,Jacques Santer,1937-05-18,wikipedia,1,0,0,0,0,0,0,1,0,0,2,3,1,0,0,0,1,0,1,2,1,0,0,0,0,0,1.9219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,政治家
Q2624628,Maria Teresa Horta,1937-05-20,wikipedia,0,1,0,0,0,0,0,1,0,0,1,3,2,0,0,3,1,1,2,0,0,0,0,0,1,0,1.9219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,作家
Q4073249,Tursunoy Akhunova,1937-05-20,wikipedia,0,1,0,0,0,0,0,1,0,0,1,3,2,0,0,3,1,1,2,0,0,0,0,0,1,0,1.9219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,政治家
Q192512,Mengistu Haile Mariam,1937-05-21,wikipedia,0,0,1,0,0,1,0,1,0,0,1,2,2,1,0,3,0,1,1,0,0,0,0,1,1,1,2.3219,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,政治家
Q332035,Facundo Cabral,1937-05-22,wikipedia,0,0,1,0,0,0,0,1,0,0,1,2,2,1,0,3,1,0,1,0,0,0,1,0,1,1,2.3219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,作家
